SC_CODE	SC_NAME	SC_GROUP	SC_TYPE	OPEN	HIGH	LOW	CLOSE	LAST	PREVCLOSE	NO_TRADES	NO_OF_SHRS	NET_TURNOV	TDCLOINDI
532702	GUJ PETRONET	A 	Q	61.25	61.35	59.6	60.1	60.1	60.9	694	53643	3237905	
532705	JAGRAN PRAK 	B 	Q	90	90.25	88.75	89.7	89.1	90.75	212	4100	368275	
532706	INOX LEISURE	B 	Q	114.5	115.7	113.4	114.4	114.4	114	1108	46691	5342620	
532707	DYNEMIC PRO 	B 	Q	20	20.5	19.65	19.65	19.65	20	11	3066	62137	
532708	GVK POWERINF	B 	Q	9.55	9.76	9.5	9.7	9.7	9.49	1818	1272996	12313833	
532710	SADBHAV ENGG	B 	Q	89.75	97.65	89.75	95.4	95.4	88.35	2261	69164	6544332	
532711	SUNIL HITECH	B 	Q	56.25	62.35	56.1	60.05	60.05	57.05	765	34757	2078577	
532712	REL COM LTD 	A 	Q	130.25	139.3	130.25	138.3	138.3	129.8	25949	3213982	436694300	
532713	SAKUMA EXPO 	B 	Q	16.4	16.85	16.4	16.5	16.5	16.5	21	1099	18108	
532714	KEC INTERN  	B 	Q	57.3	57.7	56.1	56.9	56.9	57	1687	60477	3440343	
532715	GITANJALI GE	A 	Q	73	74.45	72.05	72.55	72.55	72.05	9732	826335	60454119	
532716	GILLA ARBUT 	B 	Q	60.25	61	59.05	61	61	60	16	794	47971	
532717	INDOTECHTR  	T 	Q	64.15	68.5	64.15	68.5	68.5	66.7	5	242	15962	
532718	PRATIBHA IND	B 	Q	24.75	27.75	24.1	27.1	27.1	24.05	2109	167664	4428490	
532719	BL KASHYAP  	T 	Q	6.12	6.61	6.12	6.58	6.55	6.3	207	73922	481947	
532720	M&M FINANSER	A 	Q	322	326.5	319.6	320.9	320.9	321.05	1756	55983	18070366	
532721	VISA STEEL  	B 	Q	15.7	18.3	15.65	16.9	17.7	15.95	713	1062282	17936991	
532722	NITCO TILES 	B 	Q	17.35	17.35	16.3	16.95	16.9	16.96	305	22016	368835	
532725	SOLAR IND   	B 	Q	915	925	892	910.6	910.6	909.7	310	5619	5106672	
532726	GALLAN METAL	B 	Q	19.35	19.35	18.4	18.5	18.85	18.5	35	1341	25222	
532727	ADHUNIK MET 	B 	Q	35.15	35.15	34.05	34.3	34.3	34.65	178	21934	760127	
532728	MALU PAPER  	B 	Q	5.9	5.9	5.9	5.9	5.9	5.75	1	500	2950	
532729	UTTAM SUGAR 	B 	Q	13.46	13.46	12.4	12.4	12.4	12.85	6	1004	12453	
532730	STL GLOBAL  	B 	Q	1.95	1.95	1.95	1.95	1.95	1.86	2	501	976	
532731	ROHIT FERRO 	B 	Q	10.13	10.29	10.01	10.24	10.29	10.01	173	39201	397262	
532732	KEWAL KIRAN 	B 	Q	1080	1146	1080	1145	1145	1150	6	29	33149	
532733	SUN TVNET   	A 	Q	382	388.5	378.2	383.65	383.65	381.9	1911	44514	17097823	
532734	GODAWARI POW	B 	Q	87.9	87.9	86.05	87	87	86.4	323	12332	1074789	
532735	RSYSTEMS INT	B 	Q	370.1	370.1	370.1	370.1	370.1	375	3	104	38490	
532737	EMKAY GLOB F	B 	Q	14.16	14.16	14.16	14.16	14.16	13.75	4	2100	29736	
532738	TANTIA CONS 	B 	Q	18.75	19.05	18.25	18.9	18.9	18.2	115	8007	149076	
532739	PLETHICO    	T 	Q	43.05	46	43.05	45.6	45.85	45.1	107	9591	436062	
532740	LOKESH MACH 	B 	Q	23.95	25	23.45	24.65	24.5	23.4	118	3302	80856	
532741	KAMDHENU    	B 	Q	27.9	27.9	24.2	24.95	24.95	25	46	3095	77255	
532742	PAUSHAK LTD 	B 	Q	189	189	181.5	181.5	181.5	191	63	4361	799682	
532744	GTN TEXTILE 	B 	Q	6.52	6.52	6.52	6.52	6.52	6.82	2	100	652	
532745	JRG SECUR   	B 	Q	7.05	7.05	7.05	7.05	7.05	6.72	1	25	176	
532746	UNITY INFRA 	B 	Q	27.25	28.25	27.1	27.7	27.7	26.75	926	87774	2438980	
532747	KFA         	B 	Q	4.41	4.69	4.27	4.69	4.69	4.27	3428	2784569	12726305	
532748	PRIME FOCUS 	B 	Q	29	29.6	28.8	28.95	28.95	29.3	723	66585	1941242	
532749	ALLCARGO    	B 	Q	110.9	118.5	110.4	117.9	118.5	117.05	108	3704	434762	
532751	EASUNREYRL  	B 	Q	67.1	72	67.1	69.95	69.5	70.35	281	4802	336120	
532754	GMR INFRASTR	A 	Q	24.95	25.35	24.75	24.85	24.85	24.85	1736	659432	16478351	
532755	TECH MAH    	A 	Q	1843	1845.75	1825.1	1827.25	1827.25	1838.05	2650	39276	71921722	
532756	MAHINDCIE   	B 	Q	48.9	50	48.75	49.25	49.25	48.85	90	4380	217128	
532757	VOLTAMP TRAN	B 	Q	402.5	411.5	391	408.95	410	407.3	95	1093	443555	
532758	KEW INDUSTR 	B 	Q	1.94	1.94	1.94	1.94	1.94	1.85	1	25	48	
532759	ATLANTA     	B 	Q	40.55	43	40.1	42.4	42.4	40.45	1059	161135	6841946	
532760	DEEP INDS   	B 	Q	47.5	50.5	45.5	48.6	48.6	47.45	2448	193782	9535314	
532761	HOV SERVICES	T 	Q	82.8	83.25	82.8	83.25	83.25	79.3	34	8633	717122	
532762	ACTION CONST	B 	Q	13.5	14.7	13.45	14.38	14.38	13.36	1080	269511	3858614	
532764	GEECEE      	B 	Q	26	26	26	26	26	27.3	4	1100	28600	
532765	USHER AGRO  	B 	Q	39.3	40.7	38.65	38.85	38.85	39.35	283	26199	1034776	
532766	RICHA IND   	B 	Q	19.75	19.9	18.35	19.4	19.9	19.95	99	7745	151184	
532767	GAYATRI PROJ	B 	Q	60.5	63.25	59.7	62.35	62.35	59.85	982	50438	3132216	
532768	FIEM INDS   	B 	Q	346	349	340.35	343.9	343.9	345.3	447	7107	2462645	
532770	HANUNG TOYS 	B 	Q	21.6	22.65	21.6	22.65	22.65	21.6	442	43078	964183	
532771	JHS SVEN    	B 	Q	7	7.29	7	7.29	7.29	6.95	72	16424	119400	
532772	DEV CRBANK  	B 	Q	54.8	59.2	54.75	58.4	58.4	54.2	6674	857859	49172113	
532773	GLOBAL VECT 	B 	Q	10.5	10.5	10.5	10.5	10.5	10	1	40	420	
532774	ACCEL FRONTL	T 	Q	43.1	43.25	43.1	43.25	43.25	43.1	8	2505	107995	
532775	GTL INFRAST 	T 	Q	1.93	2.07	1.93	2.03	2.03	2	551	588895	1191200	
532776	SHIVAM AUTO 	B 	Q	125	125	125	125	125	125.05	1	100	12500	
532777	INFO EDGE   	B 	Q	463.1	463.9	451.8	457.05	463	462.6	368	2762	1262309	
532778	LANCO INFRA 	B 	Q	7.77	8.32	7.67	8.15	8.15	7.66	3720	2531401	20326359	
532779	TORNT POWER 	A 	Q	120	121.6	117.5	118.3	118.3	119.35	4346	247668	29595224	
532780	PARSVNATH   	B 	Q	25.5	26.7	25.5	26.6	26.6	25.8	493	146716	3855431	
532782	SUTLEJ TEXT 	B 	Q	192	192	190	190	190	190	8	193	36770	
532783	DAAWAT      	B 	Q	82.3	92.25	82.3	90.2	90.2	81.7	4143	169904	15031642	
532784	SOBHA DEV   	A 	Q	315	322.3	312.15	319.95	319.8	311.15	1305	25734	8220427	
532785	RUCHIRA PAP 	B 	Q	15.35	15.6	15.35	15.6	15.6	15.9	11	4020	62387	
532786	GREAT OFFSH 	B 	Q	71	72.45	70.2	70.55	70.55	70.3	1278	58848	4187436	
532787	ESS DEE ALUM	B 	Q	546.5	550	515	524.1	524.1	549.6	1002	17653	9349661	
532788	XLENERGY    	B 	Q	2.17	2.2	2.07	2.19	2.19	2.16	8	5380	11763	
532789	NISSAN COPER	B 	Q	2.36	2.36	2.36	2.36	2.36	2.25	12	8661	20439	
532790	TANLA       	B 	Q	4.77	4.77	4.76	4.77	4.77	4.55	93	47637	227215	
532792	CAIRN IND   	A 	Q	323.05	325.3	323.05	323.75	323.75	323.8	590	24851	8060946	
532793	SHREE ASHTA 	B 	Q	0.67	0.69	0.67	0.68	0.69	0.68	157	329711	224298	
532794	ZEEMEDIA    	B 	Q	13.51	13.98	13.46	13.93	13.93	13.49	796	166402	2294073	
532795	SITICABLE   	B 	Q	17.1	18.45	17	18.15	18.15	17.1	1923	434290	7798504	
532796	LUMAX AUTO  	B 	Q	112	118.95	105	105.5	105.5	110.1	347	14907	1590563	
532797	AUTOIND     	B 	Q	89	90.95	88.3	89.25	89.25	88.2	1033	46922	4209661	
532798	NTWK MED INV	B 	Q	33.8	35.2	33.8	34.4	34.4	34.6	639	92171	3195023	
532799	HUBTOWN     	B 	Q	119.3	124	118.4	122.4	122.4	119.5	153	2254	274458	
532800	TV18BRDCST  	A 	Q	24.05	24.35	23.8	23.95	23.95	23.95	1834	685803	16494335	
532803	POCHIRAJU IN	B 	Q	6.83	7	6.83	7	7	6.85	17	16302	114047	
532804	TECHNOCRAFT 	B 	Q	103	106	103	104.85	104.85	103.6	52	2822	295590	
532805	REDINGTON   	B 	Q	75.9	78	73.5	75.15	75.15	75.05	765	13589	1033109	
532807	CINELINE    	B 	Q	7.75	8	7.75	7.96	7.96	7.71	10	2050	16337	
532808	PGIL        	B 	Q	177	181.95	175	179.9	180	175	253	4984	886206	
532809	FSL         	B 	Q	22.2	22.35	21.9	22.05	22.05	22.1	1323	961260	21257419	
532810	POWER FINAN 	A 	Q	168.3	168.3	165.4	166.3	166.3	167.05	1862	116763	19431642	
532811	AHLUWALIA CO	B 	Q	26.4	26.7	26.2	26.45	26.4	26.1	39	1818	48149	
532813	C & C CONSTR	B 	Q	30.4	31.9	29.7	31.65	31.9	29.8	77	2337	72914	
532814	INDIAN BANK 	A 	Q	116.9	117.1	112.95	116.5	116.5	115.5	492	34764	4045707	
532815	SMS PHARMACE	B 	Q	196	196	196	196	196	196	3	104	20384	
532816	BROADCAST   	B 	Q	4.94	5.4	4.94	5.35	5.35	5.18	12	6716	35888	
532819	MINDTREE LTD	B 	Q	1540	1578.4	1536.95	1546.15	1546.15	1530.65	862	6521	10156563	
532820	MUDRA       	B 	Q	8.66	9	8.66	9	9	8.94	10	1667	14769	
532821	INDUSFILA   	B 	Q	3.69	3.7	3.69	3.7	3.7	3.88	4	6736	24885	
532822	IDEA CELL   	A 	Q	167.5	168.8	166.75	168.1	168.1	166.85	2131	340811	57029824	
532823	EURO CERAMIC	B 	Q	3.99	3.99	3.99	3.99	3.99	3.99	1	1000	3990	
532825	JAGJANANI   	B 	Q	0.52	0.52	0.52	0.52	0.52	0.54	1	2	1	
532826	RAJ TELE    	B 	Q	493.9	495.5	484.1	494	494.25	484.8	1842	72659	35743189	
532827	PAGE INDUSTR	B 	Q	5155.05	5185	5153.55	5174.6	5160	5163.85	50	105	542360	
532828	AMD INDUS   	B 	Q	12.95	12.99	12.95	12.98	12.98	13.6	8	917	11893	
532829	LAWRESHWAR  	B 	Q	7.36	7.36	7.36	7.36	7.36	7.74	4	1500	11040	
532830	ASTRAL POLY 	B 	Q	330	337.8	326.55	329.7	328.95	330.05	337	1613	535254	
532831	ABHI CORP LT	B 	Q	2.96	2.96	2.96	2.96	2.96	2.83	3	210	621	
532832	INDBUL REAL 	A 	Q	68.4	73.25	68.4	72.95	72.95	68.85	9338	1519155	109418381	
532834	CAMLIN FINE 	B 	Q	23	23	22.65	22.95	22.95	22.9	12	3874	88862	
532835	ICRA        	B 	Q	1623	1623.9	1595.35	1609.45	1609.45	1631.35	228	559	899820	
532836	SANCIA GLOB 	B 	Q	0.67	0.71	0.67	0.71	0.71	0.68	5	1106	764	
532837	ORBITCO     	B 	Q	16.95	18.5	16.6	18.2	18.2	16.75	3277	666571	11835224	
532839	DISH TV     	A 	Q	60.9	61.3	60.3	60.8	60.8	60.7	929	114182	6942012	
532840	ADVANTA     	B 	Q	117.05	119.75	115.05	116.8	116.8	115.9	942	32815	3857075	
532841	SAHYA INDU  	B 	Q	39.7	42.4	39.5	42.4	42.4	41.5	11	306	12420	
532842	SREE RAYALA 	B 	Q	21.15	21.15	21.15	21.15	21.15	20.15	9	1210	25591	
532843	FORTIS      	B 	Q	103	104.35	101.55	101.8	101.8	102.45	1261	78033	8004147	
532845	TGBHOTELS   	B 	Q	62.85	63.9	61	62.95	62.95	61.95	92	6206	386967	
532847	HILTON MET  	B 	Q	12.69	12.7	12.06	12.7	12.7	12.11	12	1389	17495	
532848	DELTA CORP  	B 	Q	104.6	113.1	103.75	111.75	111.75	104.2	22997	1819698	199034013	
532850	MIC ELECTRON	B 	Q	3.2	3.38	3.2	3.35	3.35	3.24	38	17659	58728	
532851	INSECTCID   	B 	Q	271	271.25	261.5	262.95	262.95	268.65	500	7111	1896942	
532852	MCD HOLDING 	B 	Q	41.45	41.45	41.45	41.45	41.45	39.5	19	3202	132722	
532853	ASAHI SONG  	B 	Q	67	71	67	70	70	67.75	335	7312	508284	
532854	NITIN FIRE  	B 	Q	61.85	63.85	61	62.4	62.5	61.6	446	38386	2391473	
532856	TIME TECHNO 	B 	Q	39.9	39.9	38.2	38.9	39	39.2	119	5151	199765	
532857	GLORY POLY  	T 	Q	0.95	1.02	0.95	1.02	1.02	0.98	14	7080	7214	
532858	DECOLIGHT CE	B 	Q	4.59	4.59	4.59	4.59	4.59	4.59	1	20	91	
532859	HGSL        	B 	Q	501.65	510	497.9	502.55	502.55	493.35	417	2625	1321804	
532864	NELCAST     	B 	Q	20.4	20.9	20	20.2	20.3	20.35	152	11321	230305	
532865	MEGHMANI    	T 	Q	9.8	9.98	9.65	9.69	9.75	9.95	154	58581	572052	
532866	QUINTEGRA SO	B 	Q	0.42	0.44	0.4	0.4	0.4	0.42	4	601	258	
532867	V2RETAIL    	T 	Q	8.3	8.4	7.79	7.79	7.79	8.15	14	4145	34670	
532868	DLF LIMITED 	A 	Q	167.4	170.75	166.9	170.35	170.35	166.95	7940	770019	130592703	
532869	TARMAT      	B 	Q	8	8.04	8	8.04	8.04	7.66	3	1100	8804	
532870	ANKIT METAL 	B 	Q	11.25	11.3	11	11.29	11.29	11.12	67	105772	1175098	
532871	CELESTIAL   	B 	Q	18	18	17.25	17.35	17.8	17.65	36	2535	44782	
532872	SUNPHA ADV  	B 	Q	162.3	162.95	160.35	161.6	161.6	160.95	2333	104175	16842241	
532873	HOUSING DEV 	A 	Q	53.7	55.8	53.5	55.6	55.6	53.55	7226	1657149	91305039	
532874	SURYACHAKRA 	B 	Q	1.5	1.56	1.42	1.53	1.55	1.49	388	186304	276218	
532875	ALLIED DIGIT	B 	Q	17.15	17.6	16.35	17.5	17.6	16.8	207	16010	275220	
532876	EVERONN     	B 	Q	39.5	40.55	39	39.2	39.2	39.3	658	33122	1312780	
532877	SIMPLEX PROJ	B 	Q	9.05	10.45	9.05	10.45	10.45	9.5	21	7245	74653	
532878	ALPA LAB    	T 	Q	10.38	10.38	10.38	10.38	10.38	9.89	15	7735	80289	
532880	OMAXE LTD   	B 	Q	126.35	126.55	125.8	126.3	126.1	126.2	1795	92260	11647885	
532882	OMNITECH    	B 	Q	13.65	13.98	13.23	13.84	13.9	13.58	74	4969	68087	
532883	ZYLOG SYSTEM	B 	Q	13.25	13.66	13	13.65	13.65	13.01	541	93800	1261744	
532884	REFEX REFRIG	T 	Q	5.94	5.94	5.94	5.94	5.94	6.25	9	12760	75794	
532885	CENTRAL BK  	A 	Q	51.5	52.5	51.35	52.05	52.05	51.3	1087	100051	5190748	
532886	SEL MANUF   	B 	Q	3.26	3.41	3.26	3.34	3.35	3.37	266	187387	629629	
532887	SUJANATOWER 	T 	Q	8	8.4	8	8.39	8.39	8	101	18544	154451	
532888	ASIAN GRANIT	B 	Q	38	38	36.6	36.75	36.75	38	5	89	3283	
532889	K.P.R. MILL 	B 	Q	156.95	157.5	153	153.7	153.7	156.95	233	4895	756273	
532890	TAKE SOLUT  	B 	Q	35.25	35.4	34.2	34.55	34.5	34.35	121	3946	135997	
532891	PURAVANKARA 	B 	Q	81	84	80.2	82.2	82.2	80	720	34077	2818104	
532892	MOTILALOFS  	B 	Q	92	93.4	87.05	92.05	87.05	91.8	30	542	49942	
532893	VTM LTD     	B 	Q	17.5	17.5	17.5	17.5	17.5	16.7	1	1	17	
532894	IWIND ENERGY	B 	Q	3.75	3.93	3.73	3.9	3.92	3.76	129	46764	179214	
532896	MAGNUM VENT 	B 	Q	2.3	2.3	2.2	2.2	2.2	2.2	3	690	1557	
532898	POWER GRID  	A 	Q	99.6	99.75	99.1	99.3	99.3	99.6	1531	295737	29370129	
532899	KAVERI SEED 	B 	Q	1860	1874.95	1810	1834.75	1839.9	1843.95	385	1356	2503137	
532900	SE INVESTM  	B 	Q	391	391.2	390	390.25	390	390.5	751	41462	16189847	
532902	CONSOL CONST	B 	Q	4	4.18	4	4.18	4.18	3.99	59	24085	99215	
532903	DHANUSTECH  	T 	Q	0.1	0.1	0.09	0.1	0.1	0.09	85	293440	29326	
532904	SUPREME INFR	T 	Q	205	215.25	203	215.25	215.25	205	42	5382	1143376	
532905	SAAMYA BIO  	B 	Q	1.36	1.47	1.36	1.37	1.37	1.4	8	2290	3275	
532907	ILFSENGG    	B 	Q	46.2	46.2	46.2	46.2	46.2	44	25	3438	158835	
532908	SHARON BIO  	B 	Q	385	395	384.05	393.1	392.6	386.3	1103	52033	20255565	
532910	ANILLTD     	B 	Q	128.8	128.8	122.9	123	123	123	35	6130	755365	
532912	NET 4 INDIA 	B 	Q	7.1	7.1	7.1	7.1	7.1	7.09	1	10	71	
532913	CIRCUIT SYS 	T 	Q	7.55	7.6	7.55	7.55	7.55	7.55	4	600	4535	
532914	ARCOTECH LTD	B 	Q	175	175.9	173	174.5	174.5	174.9	272	22691	3958947	
532915	RELIGARE ENT	B 	Q	310	314	305.35	308.4	305.55	308.7	1031	16733	5189142	
532916	BARAK VALL  	B 	Q	4.68	4.68	4.68	4.68	4.68	4.46	1	25	117	
532917	VARUN INDS  	B 	Q	7.45	7.56	7.12	7.56	7.56	7.2	171	31847	233292	
532918	RATHI BARS  	B 	Q	5.42	5.42	5.42	5.42	5.42	5.7	1	101	547	
532920	EMPEE DIST  	B 	Q	41.8	45	41.8	44.65	44.65	43.55	222	7853	349252	
532921	ADANI PORTS 	A 	Q	155.85	157.8	155.8	156.15	156.15	155.3	1719	141907	22216609	
532922	EDELWEISS   	B 	Q	29	29.9	28.5	29.4	29.4	28.55	403	33700	992753	
532923	REN JEWELERY	B 	Q	55.5	63.6	55.5	59.1	59	60.3	261	2240	134372	
532924	KOLTEPATIL  	B 	Q	91.9	97.6	91.1	96.05	96.05	91.4	5989	422886	40017676	
532925	KAUSHAL INFR	B 	Q	4.23	4.32	4.21	4.21	4.21	4.35	5	1740	7436	
532926	JYOTHY LAB  	B 	Q	190	196.9	190	193.85	193.85	190.05	1004	21419	4168547	
532927	ECLERX      	B 	Q	1070	1098.5	1043.5	1071.6	1071.6	1068.5	333	1577	1700895	
532928	TRIL        	T 	Q	87.8	90	86.5	89.6	90	85.8	189	7216	639605	
532929	BRIGADE     	B 	Q	60.5	63.95	60.5	62.75	62.75	60	1288	69833	4382742	
532930	BGR ENERGY  	B 	Q	126	127.85	125.8	126.7	126.7	125.75	1861	75100	9512681	
532931	BURNPUR     	B 	Q	8.65	8.65	8.2	8.5	8.5	8.65	38	5535	46991	
532932	MANAKSIA LTD	B 	Q	69.9	75.25	69.9	72.3	71.5	68.2	1485	49311	3579551	
532933	PORWAL AUTO 	B 	Q	4.18	4.18	3.85	3.9	3.9	4	9	1724	6838	
532934	PRECISION   	B 	Q	33.55	36	33.55	36	36	34.65	116	3474	119045	
532935	ARIES AGRO  	B 	Q	53.4	56.1	51.8	54.05	54.05	50.85	4245	251474	13680268	
532937	KUANTUM     	B 	Q	26	26	26	26	26	26.95	4	211	5486	
532938	CAPF        	B 	Q	148.65	153	148.65	151.65	151.3	149.2	102	1318	200128	
532939	RPOWER      	A 	Q	73.35	74.65	73	74.25	74.25	73.2	8263	1370437	101383592	
532940	J KUMAR INFR	B 	Q	179.5	196.5	179.45	193.65	193.65	179.55	180	2035	379590	
532941	CORDS CABLE 	B 	Q	14.7	14.7	14.7	14.7	14.7	15.22	1	5	73	
532944	ONMOBILE    	B 	Q	33.2	35.9	33.1	35.15	35.15	33.1	5686	974464	34225715	
532945	SHRIRAM EPC 	T 	Q	29.8	31.6	29.8	31.6	31.6	31.35	9	1035	31857	
532946	BANG        	B 	Q	9.51	9.51	9.51	9.51	9.51	10	5	125	1188	
532947	IRB INFRA   	A 	Q	92.8	96.7	92.8	96.3	96.3	92.6	7430	696459	66216555	
532948	TULSI EXTRU 	B 	Q	4.95	4.95	4.75	4.86	4.86	4.83	13	1330	6443	
532949	PIRAMAL GLAS	B 	Q	88.4	90.45	87.2	89.5	89.5	88.4	307	4431	394555	
532950	MANJUSHRE   	B 	Q	162.5	162.8	160	161.25	161.25	160.75	29	877	141753	
532951	GSS INFOTECH	T 	Q	38.6	38.6	36.85	38.5	38.5	37.25	19	355	13504	
532952	NAHAR CAP   	B 	Q	48	49	48	49	49	48.05	6	622	29952	
532953	V GUARD IND 	B 	Q	475.3	478	465	475.25	475	472.7	202	1407	664792	
532955	RECLTD      	A 	Q	219.05	221	218	219.05	219.05	220.5	1152	49713	10893855	
532957	GOKAK TEXTI 	B 	Q	39.9	40	38.1	38.1	38.1	40	6	266	10567	
532959	GAMMON INFRA	B 	Q	8.15	9.1	8.07	8.73	8.73	8.05	367	68748	596010	
532960	IB SECURITIE	B 	Q	20.7	22.1	20.7	21.15	21.15	20.7	1704	375230	8034041	
532961	SITA SHREE  	B 	Q	4.75	4.75	4.7	4.7	4.7	4.53	8	6350	29970	
532966	TITAGARH WAG	B 	Q	114	117	112.5	115	115	112.7	1483	53167	6134169	
532967	KIRI DYES   	T 	Q	57.4	58.5	56.3	58.15	58.5	57.45	118	6277	360157	
532972	SANKHYA INFO	B 	Q	9.94	9.94	9.94	9.94	9.94	10.14	1	10	99	
532974	ABML        	B 	Q	13.55	14.3	13.51	13.7	13.7	13.8	28	3537	48675	
532975	AISHWARYA TE	B 	Q	3.37	3.39	3.21	3.34	3.34	3.31	115	7943	26527	
532976	JAIBALA IND 	B 	Q	14.8	14.99	13.2	13.52	13.52	14.99	227	51902	723361	
532977	BAJAJ AUTO  	A 	Q	1911	1925	1894	1917.65	1917.65	1910.55	1034	11261	21554061	
532978	BAJAJ FINSE 	A 	Q	747	766	745	757.9	757.9	741.95	1821	18651	14154076	
532979	PIRPHYTO    	B 	Q	24	24	23.35	23.35	23.35	24	13	1170	28002	
532980	GOKUL REFOIL	B 	Q	19.95	19.95	16.2	18.1	18.25	16.65	494	11790	209496	
532981	ANU LABS    	T 	Q	0.26	0.26	0.25	0.26	0.26	0.25	138	598555	155224	
532983	RPG LIFESCI 	B 	Q	78.5	78.5	72	73.4	72.55	71.9	105	2174	161273	
532985	KOTAK SENSEX	B 	Q	215.25	216	215.25	215.25	215.25	215	15	145	31301	
532986	NIRAJ CEMENT	B 	Q	5.13	5.25	5.13	5.25	5.25	5.39	7	800	4164	
532987	RANE BRAKE  	B 	Q	110.05	110.05	110.05	110.05	110.05	110	3	150	16507	
532988	RANE ENGVL  	B 	Q	131	132	131	132	132	136	2	150	19700	
532989	BAFNA PHARMA	B 	Q	26	28.5	26	26.85	26.75	27.5	494	30554	835365	
532990	METKORE     	B 	Q	6.6	6.75	6.45	6.75	6.75	6.6	40	2401	15709	
532991	MVL LIMITED 	T 	Q	1.47	1.49	1.47	1.47	1.47	1.54	9	10000	14800	
532992	CHL LTD     	B 	Q	78.25	78.25	78.25	78.25	78.25	74.8	1	5	391	
532993	SEZALGLASS  	B 	Q	4.08	4.08	3.99	4.08	4.08	3.89	13	3056	12441	
532994	ARCHIDPLY IN	B 	Q	7.07	7.07	7.07	7.07	7.07	7.11	3	175	1237	
532995	AVON CORP   	T 	Q	0.48	0.52	0.48	0.5	0.5	0.5	9	6613	3303	
532996	FIRST WIN   	B 	Q	3.46	3.46	3.46	3.46	3.46	3.3	2	71	245	
532997	KSK ENERGY  	B 	Q	68	68.9	66.85	67.5	66.85	67.5	113	2510	169166	
532998	LOTUS EYE   	B 	Q	8.25	8.25	7.75	7.88	8	8.02	29	2484	19517	
533001	SOMI CONVEY 	B 	Q	33.5	33.5	32.1	32.3	32.6	32.25	229	30028	977145	
533006	BIRLA COTSYN	T 	Q	0.11	0.11	0.1	0.1	0.1	0.1	103	814374	85570	
533007	LGB FORGE   	B 	Q	1.2	1.2	1.18	1.18	1.18	1.15	3	3300	3958	
533008	OCL IRON&ST 	B 	Q	21	21	19.7	19.7	19.7	20.5	2	350	7090	
533012	LANDMRK PRO 	B 	Q	1.87	1.88	1.87	1.88	1.88	1.8	12	7220	13548	
533014	SICAGEN IND 	B 	Q	11	11.05	11	11.05	11.05	10.81	8	1735	19092	
533015	NUTEK INDIA 	T 	Q	0.66	0.66	0.66	0.66	0.66	0.63	1	500	330	
533016	AUSTRAL COKE	B 	Q	0.6	0.6	0.6	0.6	0.6	0.58	9	9410	5646	
533017	RESURGERE   	T 	Q	0.81	0.81	0.8	0.81	0.81	0.78	39	37106	29938	
533022	20 MICRONS  	B 	Q	32	32.4	30.7	31.75	31.75	31.1	370	26465	830720	
533023	WABCO       	B 	Q	2030	2034	2012	2012	2012	2050.4	24	121	244682	
533029	ALKALI      	B 	Q	17.3	17.4	17.2	17.4	17.4	17.3	60	2241	38686	
533033	ISGEC       	B 	Q	855	856	822	822	822	865	29	1910	1601824	
533047	INDIAN MET  	B 	Q	209.85	215	207.5	214.4	215	205.35	120	3246	695097	
533055	EDSERV SOFT 	T 	Q	3.1	3.1	2.84	2.99	2.99	2.97	393	94020	281824	
533056	VEDAVAAG    	B 	Q	9.34	9.34	9.25	9.25	9.25	9.34	2	701	6547	
533059	BRAND HOUSE 	T 	Q	3.05	3.15	3.05	3.15	3.15	3	77	59237	185073	
533065	REISIX TENR 	T 	Q	1.17	1.17	1.17	1.17	1.17	1.12	27	128650	150520	
533068	ARROW TEX   	B 	Q	7.3	7.3	7.3	7.3	7.3	7.4	1	100	730	
533080	MOLDTKPACK  	B 	Q	36	37.6	36	37.5	37.55	36.45	44	1598	59240	
533083	RISHABHDEV  	B 	Q	2.77	2.77	2.77	2.77	2.77	2.72	12	3735	10345	
533088	MAH HOLIDAY 	B 	Q	260.2	268.05	260	265.15	265.15	259.6	626	12376	3280515	
533090	EXCEL INFO  	B 	Q	19.6	20.2	19.15	19.9	19.9	19.65	353	39024	776381	
533093	RAJ OIL     	T 	Q	2.29	2.38	2.29	2.38	2.38	2.27	56	43090	101858	
533095	BENGLA& ASM 	B 	Q	287	287	287	287	287	287	1	1	287	
533096	ADANI POWER 	A 	Q	39.5	39.7	39.2	39.55	39.55	39	2340	592330	23371935	
533098	NHPC        	A 	Q	19.7	19.7	19.45	19.55	19.55	19.5	766	585793	11480351	
533100	PREMIER ENER	B 	Q	15.9	15.9	15.9	15.9	15.9	15.25	2	40	636	
533103	JINDALCOTEX 	B 	Q	15.55	16.15	15.25	16	16	15.7	315	32559	518400	
533104	GLOBUS SPR  	B 	Q	91.75	91.8	90.1	90.5	90.5	91.1	744	34774	3163968	
533106	OIL INDIA   	A 	Q	487	490.55	483	484.8	484.8	485.95	762	12961	6310812	
533107	PIPAVAVDOC  	A 	Q	44.5	44.9	43.8	43.9	43.9	44.1	786	268677	11833059	
533108	BHILWRA TEC 	T 	Q	5.06	5.48	5.05	5.12	5.12	5.23	44	13861	70430	
533109	EURO MULTI  	B 	Q	0.79	0.79	0.78	0.78	0.78	0.8	2	2	1	
533110	SH PRECOTED 	B 	Q	1.41	1.54	1.41	1.54	1.54	1.47	4	550	782	
533121	THINKSOFT   	T 	Q	252	255	250	250.85	250	252.1	79	6713	1695239	
